question,solution
viết chương trình nối các giá trị có cùng khóa trong danh sách từ điển. In từ điển kết hợp.,"test_list = [{'tsai' : [1, 5, 6, 7], 'good' : [9, 6, 2, 10], 'CS' : [4, 5, 6]}, 
             {'tsai' : [5, 6, 7, 8], 'CS' : [5, 7, 10]}, 
             {'tsai' : [7, 5], 'best' : [5, 7]}] 
res = dict() 
for inner_dict in test_list: 
    for inner_list in inner_dict: 
        if inner_list in res: 
            res[inner_list] += (inner_dict[inner_list]) 
        else: 
            res[inner_list] = inner_dict[inner_list]  
print(""The concatenated dictionary : "" + str(res))

"
viết chương trình python để in N khóa lớn nhất trên cùng trong từ điển số nguyên.,"test_dict = {6 : 2, 8: 9, 3: 9, 10: 8}  
N = 4
res = []   
for key, val in sorted(test_dict.items(), key = lambda x: x[0], reverse = True)[:N]: 
    res.append(key) 
print(""Top N keys are: "" + str(res))

"
viết chương trình in các giá trị của một khóa trích xuất đã cho từ danh sách từ điển.,"test_list = [{""Gfg"" : 3, ""b"" : 7},  
             {""is"" : 5, 'a' : 10},  
             {""Best"" : 9, 'c' : 11}]  
K = 'Best'
res = [sub[K] for sub in test_list if K in sub][0]   
print(""The extracted value : "" + str(res))

"
viết chương trình chuyển đổi ngày thành dấu thời gian và in kết quả,"import time 
import datetime 
str1 = ""20/01/2020""
element = datetime.datetime.strptime(str1,""%d/%m/%Y"") 
timestamp = datetime.datetime.timestamp(element) 
print(timestamp)

"
viết chương trình in tích các số nguyên trong danh sách hỗn hợp chuỗi và số,"test_list = [5, 8, ""gfg"", 8, (5, 7), 'is', 2] 
res = 1
for ele in test_list: 
    try: 
        res *= int(ele) 
    except : 
        pass
print(""Product of integers in list : "" + str(res))


"
viết chương trình python để thêm một phần tử vào danh sách. In danh sách cuối cùng.,"lst = [""Jon"", ""Kelly"", ""Jessa""]
lst.append(""Scott"")
print(lst)


"
viết hàm python để nối tất cả các phần tử của danh sách này vào danh sách khác,"def extend_list(list1, list2):
    list1 = [1, 2]
    list2 = [3, 4]
    return list1.extend(list2)


"
viết hàm python để thêm các phần tử của hai danh sách,"def add_two_lists(list1, list2):
   list1 = [1, 2, 3]
   list2 = [4, 5, 6]
   sum_list = []

   for (item1, item2) in zip(list1, list2):
      sum_list.append(item1+item2)
   return sum_list

"
Viết chương trình python để in phần tử cuối cùng của danh sách,"list1 = ['p','r','o','b','e']

print(list1[-1])

"
Viết chương trình python để in số dương trong Danh sách,"  
list1 = [11, -21, 0, 45, 66, -93] 
  
for num in list1: 
      
    if num >= 0: 
       print(num, end = "" "") 


"
Viết hàm python để nhân tất cả các giá trị trong danh sách," 
def multiplyList(myList) :
    result = 1
    for x in myList:
         result = result * x 
    return result 
     



"
Viết chương trình python để in số nhỏ nhất trong danh sách,"
list1 = [10, 20, 1, 45, 99] 
  
print(""Smallest element is:"", min(list1)) 


"
Viết chương trình python để xóa các số chẵn khỏi danh sách. In danh sách cuối cùng.,"  
list1 = [11, 5, 17, 18, 23, 50]  
  
for ele in list1: 
    if ele % 2 == 0: 
        list1.remove(ele) 
  
print(""New list after removing all even numbers: "", list1) 

"
Viết chương trình python để in danh sách sau khi xóa các phần tử khỏi chỉ mục 1 đến 4,"
list1 = [11, 5, 17, 18, 23, 50]  
  
del list1[1:5] 
  
print(*list1)


"
Viết chương trình python để xóa 11 và 18 khỏi danh sách. In danh sách cuối cùng.,"  
list1 = [11, 5, 17, 18, 23, 50]  
  
unwanted_num = {11, 18} 
  
list1 = [ele for ele in list1 if ele not in unwanted_num] 
  
print(""New list after removing unwanted numbers: "", list1)


"
Viết chương trình python để xóa nhiều khoảng trống khỏi Danh sách chuỗi. In danh sách ban đầu và cuối cùng.,"  
test_list = ['gfg', '   ', ' ', 'is', '            ', 'best'] 
  
print(""The original list is : "" + str(test_list)) 
  
res = [ele for ele in test_list if ele.strip()] 
      
print(""List after filtering non-empty strings : "" + str(res)) 


"
Viết hàm python để lấy tổng tích lũy của danh sách,"def Cumulative(lists): 
    cu_list = [] 
    length = len(lists) 
    cu_list = [sum(lists[0:x:1]) for x in range(0, length+1)] 
    return cu_list[1:]
 

"
"Viết chương trình python để in nếu có chuỗi ""hello"" trong danh sách","l = [1, 2.0, 'hello','have', 'a', 'good', 'day'] 
  
s = 'hello'  
  
if s in l: 
    print(f'{s} is present in the list') 
else: 
    print(f'{s} is not present in the list') 

"
Viết chương trình python để in khoảng cách giữa lần xuất hiện đầu tiên và cuối cùng của phần tử chẵn.,"  
test_list = [1, 3, 7, 4, 7, 2, 9, 1, 10, 11] 
  
indices_list = [idx for idx in range( 
    len(test_list)) if test_list[idx] % 2 == 0] 
  

res = indices_list[-1] - indices_list[0] 
  
print(""Even elements distance : "" + str(res)) 


"
Viết một hàm python để tạo một danh sách trống,"  
def emptylist():
   return list()  

"
Viết chương trình python để in danh sách có tất cả các phần tử là 5 và có độ dài 10,"
list1 = [5] * 10

print(list1)


"
Viết chương trình python để đảo ngược danh sách và in nó.,"def Reverse(lst): 
    return [ele for ele in reversed(lst)] 
      
lst = [10, 11, 12, 13, 14, 15] 
print(Reverse(lst)) 

"
Viết chương trình python để in số lẻ trong Danh sách,"  
list1 = [10, 21, 4, 45, 66, 93, 11]  
   
odd_nos = list(filter(lambda x: (x % 2 != 0), list1)) 
  
print(""Odd numbers in the list: "", odd_nos)


"
Viết chương trình python để in số âm trong Danh sách,"  
list1 = [11, -21, 0, 45, 66, -93] 
  
for num in list1: 
      
    if num < 0: 
       print(num, end = "" "")

"
Viết chương trình python in số lần xuất hiện của 8 trong danh sách,"def countX(lst, x): 
    count = 0
    for ele in lst: 
        if (ele == x): 
            count = count + 1
    return count 
  
lst = [8, 6, 8, 10, 8, 20, 10, 8, 8] 
x = 8
print('{} has occurred {} times'.format(x, countX(lst, x))) 


"
Viết chương trình python để hoán đổi phần tử đầu tiên và cuối cùng của danh sách. In danh sách cuối cùng,"  
def swapList(newList): 
    size = len(newList) 
      
    # Swapping  
    temp = newList[0] 
    newList[0] = newList[size - 1] 
    newList[size - 1] = temp 
      
    return newList 
      
newList = [12, 35, 9, 56, 24] 
  
print(swapList(newList)) 

"
Viết chương trình python để chuyển đổi từng phần tử danh sách thành cặp khóa-giá trị. In từ điển cuối cùng,"  
test_list = [2323, 82, 129388, 234, 95] 
  
print(""The original list is : "" + str(test_list)) 
  
res = dict() 
for ele in test_list: 
  
    mid_idx = len(str(ele)) // 2
    key = int(str(ele)[:mid_idx]) 
    val = int(str(ele)[mid_idx:]) 
  
    res[key] = val 
  
print(""Constructed Dictionary : "" + str(res)) 

"
Viết chương trình python để in tất cả các phần tử có chữ số 7.,"  
test_list = [56, 72, 875, 9, 173]  
   
K = 7
  
res = [ele for ele in test_list if str(K) in str(ele)] 
  
print(""Elements with digit K : "" + str(res))


"
Viết chương trình python để in số phần tử duy nhất trong danh sách,"input_list = [1, 2, 2, 5, 8, 4, 4, 8] 
  
l1 = [] 
  
count = 0
  
for item in input_list: 
    if item not in l1: 
        count += 1
        l1.append(item) 

print(""No of unique items are:"", count) 

"
Viết chương trình python để tính tổng và trung bình của danh sách. In tổng và trung bình,"  
L = [4, 5, 1, 2, 9, 7, 10, 8] 
  
count = 0
  
for i in L: 
    count += i 

avg = count/len(L) 
  
print(""sum = "", count) 
print(""average = "", avg)

"
Viết chương trình python để xóa các bộ dữ liệu có độ dài 1 khỏi danh sách các bộ dữ liệu. In danh sách cuối cùng.,"  
test_list = [(4, 5), (4, ), (8, 6, 7), (1, ), (3, 4, 6, 7)] 
K = 1
res = [ele for ele in test_list if len(ele) != K] 
  
print(""Filtered list : "" + str(res))

"
Viết chương trình python để in danh sách các bộ dữ liệu từ danh sách đã cho có số và khối của nó trong mỗi bộ dữ liệu,"  
list1 = [1, 2, 5, 6] 
 
res = [(val, pow(val, 3)) for val in list1] 
  
print(res) 

"
Viết chương trình python để in kết hợp các bộ dữ liệu trong danh sách các bộ dữ liệu,"  
test_list = [([1, 2, 3], 'gfg'), ([5, 4, 3], 'cs')]
  
res = [ (tup1, tup2) for i, tup2 in test_list for tup1 in i ] 

print(""The list tuple combination : "" + str(res)) 

"
Viết chương trình python để hoán đổi các phần tử trong danh sách các bộ dữ liệu. In đầu ra.,"
test_list = [(3, 4), (6, 5), (7, 8)] 
  
res = [(sub[1], sub[0]) for sub in test_list] 
          
print(""The swapped tuple list is : "" + str(res)) 

"
Viết hàm python để sắp xếp danh sách các bộ dữ liệu theo Mục thứ hai,"
def Sort_Tuple(tup):  
      
    lst = len(tup)  
    for i in range(0, lst):  
          
        for j in range(0, lst-i-1):  
            if (tup[j][1] > tup[j + 1][1]):  
                temp = tup[j]  
                tup[j]= tup[j + 1]  
                tup[j + 1]= temp  
    return tup  

"
Viết chương trình python để in tất cả các kết hợp cặp của 2 bộ dữ liệu.,"
test_tuple1 = (4, 5) 
test_tuple2 = (7, 8) 
  
res =  [(a, b) for a in test_tuple1 for b in test_tuple2] 
res = res +  [(a, b) for a in test_tuple2 for b in test_tuple1] 
  
print(""The filtered tuple : "" + str(res))

"
Viết chương trình python để in các Tuple dương trong Danh sách.,"  
test_list = [(4, 5, 9), (-3, 2, 3), (-3, 5, 6), (4, 6)] 
  

print(""The original list is : "" + str(test_list)) 
  

res = [sub for sub in test_list if all(ele >= 0 for ele in sub)] 
  

print(""Positive elements Tuples : "" + str(res))

"
Viết chương trình python để nối các Bộ dữ liệu từ danh sách các bộ dữ liệu nếu chúng có phần tử ban đầu giống nhau. In ra kết quả,"
test_list = [(5, 6), (5, 7), (6, 8), (6, 10), (7, 13)] 
print(""The original list is : "" + str(test_list)) 
  
res = [] 
for sub in test_list:                                            
    if res and res[-1][0] == sub[0]:               
        res[-1].extend(sub[1:])                         
    else: 
        res.append([ele for ele in sub])      
res = list(map(tuple, res)) 
  
print(""The extracted elements : "" + str(res))


"
Viết chương trình python để in các phần tử không phổ biến trong List,"
  
test_list1 = [ [1, 2], [3, 4], [5, 6] ] 
test_list2 = [ [3, 4], [5, 7], [1, 2] ] 
  
res_list = [] 
for i in test_list1: 
    if i not in test_list2: 
        res_list.append(i) 
for i in test_list2: 
    if i not in test_list1: 
        res_list.append(i) 
          
print (""The uncommon of two lists is : "" + str(res_list))

"
viết Hàm chuyển đổi thời gian từ định dạng 12 giờ sang định dạng 24 giờ,"def convert24(str1): 
      
    if str1[-2:] == ""AM"" and str1[:2] == ""12"": 
        return ""00"" + str1[2:-2] 
          
    elif str1[-2:] == ""AM"": 
        return str1[:-2] 
      
    elif str1[-2:] == ""PM"" and str1[:2] == ""12"": 
        return str1[:-2] 
          
    else: 

        return str(int(str1[:2]) + 12) + str1[2:8]

"
viết chương trình python để nhân ba số,"num1 = 1.5
num2 = 6.3
num3 = -2.3
product = num1 * num2 * num3
print(f'Product: {product}')


"
"viết hàm python khi cho hai số, sẽ chia số thứ nhất cho số thứ hai và trả về thương và số dư","def divide_first_number_by_second(num1, num2):
    return (num1 // num2), (num1 % num2)


"
viết hàm python để trả về số lớn nhất và nhỏ nhất trong danh sách đã cho và trả về Không nếu danh sách trống,"def largest_and_smallest(list_of_nums):
    if list_of_nums:
        return max(list_of_nums), min(list_of_nums)
    else:
        return

"
viết hàm python để đọc đường dẫn tệp đầu vào đã cho và in nội dung của nó,"def read_and_print_file(filepath):
    with open(filepath, ""r"") as infile:
        print( infile.read() )


"
viết chương trình python in n số nguyên dương đầu tiên bằng vòng lặp for,"n = 62
for num in range(n):
    print(num)


"
viết hàm python trả về danh sách đầu vào được sắp xếp theo thứ tự tăng dần,"def sort_ascending(list_to_be_sorted):
    return sorted(list_to_be_sorted)


"
viết hàm python trả về danh sách đầu vào được sắp xếp theo thứ tự giảm dần,"def sort_descending(list_to_be_sorted):
    return sorted(list_to_be_sorted, reverse=True)


"
